1,"['小賺', '一', '波', ' 3', '剩', '94', '說好', '的', '140', '呢', '嗚嗚', '嗚']"
0,"['我', '續抱', '.', '.', '.', '.', '.', '.', '995', '.', '...']"
2,"['好奇', '還', '持有', '？']"
0,"['140', '可以', '賣']"
0,"['139.5', '下車']"
2,"['問', '過', '，', '中鋼', '今年', '零股', '只', '能', '電投', '或', '自己', '親自', '會場', '領', '，', '當天', '不', '給', '代領', '應該', '說', '，', '股東會', '當天', '只', '能', '親自', '出席', '領取', '紀念品', '，', '連', '整', '張', '今天', '收', '111.5']"
0,"['配', '7', '元', '.', '.', '.', '.', '.', '.', '可惜']"
2,"['臉', '很', '腫']"
1,"['但是', '每', '天', '外資', '都', '吃到', '爽耶']"
0,"['14', '有', '跟', '單空', '剛', '有錢', '13.4', '再', '加碼', '一', '年', '前', '買', '這', '爛股', '虧', '過', '錢', '復仇', '之', '戰']"
2,['科科']
0,"['馬的', '外資', '鐵', '心', '要', '賣']"
1,"['比', '萬泰科', '這', '支', '懶股', '容易', '便當', '錢']"
0,"['今天', '要', '被', '洗出', '場']"
0,"['一', '週', '，', '股價', '幾乎', '不', '動', '。', '某', '投顧', '叫', '新', '會員', '買進', '，', '但', '我', '看', '連', '22', '元', '被', '套牢', '的', '和', '20', '元', '附近', '買', '的', '，', '要', '21', '元', '解套', '都', '要', '花', '不少', '時間', '，', '更', '不用說', '還', '上', '看', '30', '元', '這', '種', '天方', '一些', '看法']"
2,"['在', '盤整', '幾', '天', '後', '這', '兩', '天', '表態', '回到', '79', '法人', '籌碼', '稍微', '注意']"
2,"['你', '不', '這', '新聞', '發', '得', '很', '故意', '嘛', '?']"
2,"['多', '小米', '音響', '市場']"
1,"['法', '說', '我', '整', '場', '聽完', ' 2019', 'Q', '1', ' EPS ', '0', '.08', '.', '.', '.', '.', '預估', '消耗', '庫存', '速度', '至', '正常', '水位', '是', '1', '年', '~', '1', '年', '半', '25', ' ', '小補', '兩', '張', '看看']"
1,"['等', '年線', '上', '穿', '三年線', '就', '衝衝', '，', '我', '相信', '很多', '人', '再', '等', '這', '個', '技術', '指標']"
1,"['我', '講', '是', '講', '得', '很', '悲觀', '但是', '今天', '低點', '24.7', '的', '時候', '不', '爭氣', '的', '在', '捕', '兩', '張', '再', '連', '兩', '天', '抄底', '有一點', '說', '不', '出', '的', '快感']"
2,"['今天', '沒有', '24.7', '...']"
2,"['太', '強', '24.75', '3', '張', '也', '能', '被', '你', '吃到', '2', '張', '？']"
1,"['早上', '24.9', '手', '癢', '小', '跟', '一', '張']"
0,"['空氣單', 'XD']"
2,"['現在', '價位', '多少', '?']"
2,['25.55']
1,"['今天', '不錯', '喔', '。', '開低走高', '。']"
0,"['滬電', '今日', '大跌', '5.18%', '，', '股價', '掉到', '11.90', '..', './ . \\']"
2,"['應該', '不用', '太過', '擔心', '。', '是', '受', '大盤', '影響', '的']"
0,"['明天', '不妙']"
0,"['外資', '在', '買', '什麼', '？']"
2,"['外資', '大戶', '阿']"
2,"['隔日', '沖']"
1,"['看起來', '不像', '隔日', '沖', '，', '比較', '像', '吸', '籌碼']"
1,"['重點', '是', '4月', '一直', '買', '，', '沒', '賣', '過']"
1,"['外資', '不是', '傻子', '，', '每', '天', '連', '買', '，', '代表', '啥', '？', '呼之欲出', '我', '比較', '傾向', '陳', '先生', '大對', '的', '說法', '，', '持續', '在', '吸', '籌碼', '！']"
0,"['要', '減資', '，', '還', '只', '發', '0.5', '會', '40', '？']"
2,"['要', '減資', '，', '怎麼', '看', '？']"
0,"['中鴻哥', '要', '跑', '的', '時候', '提醒', '一下', '!', '!']"
1,"['不', '急', '突破', '之後', '再', '說', '雖然', '我', '你', '在', '等', '我', '跑', '之後', '進場', 'XDDD']"
