1,小賺一波 3QQ剩94 說好的140呢 嗚嗚嗚
0,我續抱......995....
2,好奇 還持有嗎？
0,140可以賣了
0,139.5下車
2,問過了，中鋼今年零股只能電投或自己親自會場領，當天不給代領應該說，股東會當天只能親自出席領取紀念品，連整張今天收111.5
0,配7元而已......可惜
2,樓上臉很腫
1,但是每天外資都吃到爽耶QQ
0,14有跟單空 剛有錢13.4再加碼 一年前買這爛股虧過錢 復仇之戰
2,科科
0,馬的 外資鐵了心要賣
1,比萬泰科這支懶股容易便當錢
0,今天要被洗出場了
0,一週過去，股價幾乎不動。某投顧還是叫新會員買進，但我看連22元被套牢的和20元附近買的，要21元解套都要花不少時間了，更不用說還上看30元這種天方 一些看法
2,在盤整幾天後 這兩天表態回到79 法人籌碼稍微注意囉
2,你不覺得這新聞發得很故意嘛?
2,多一個小米音響市場
1,法說我整場聽完了 2019Q1 EPS 0.08....預估消耗庫存速度至正常水位是1年~1年半25了 小補兩張看看囉
1,等年線上穿三年線就衝衝了，我相信很多人再等這個技術指標
1,我講是講得很悲觀  但是今天低點24.7的時候還是不爭氣的在捕兩張再連兩天抄底  有一點說不出的快感
2,今天沒有24.7啊...
2,太強了24.75 3張也能被你吃到2張？
1,早上24.9手癢小跟了一張
0,感覺空氣單XD
2,請問現在價位多少?
2,25.55
1,今天不錯喔。開低走高。
0,滬電今日大跌5.18%，股價掉到11.90.../ . \
2,應該不用太過擔心。是受大盤影響的吧
0,明天不妙
0,不懂外資在買什麼？
2,外資也是大戶阿
2,隔日沖
1,看起來不像隔日沖，比較像吸籌碼
1,重點是4月一直買，沒賣過
1,外資不是傻子，每天連買，代表啥？呼之欲出我比較傾向陳先生大對的說法，就是持續在吸籌碼！
0,要減資了，還只發0.5真的會40嗎？
2,要減資，大家怎麼看？
0,中鴻哥 要跑的時候提醒一下!!
1,不急啦突破之後再說雖然我覺得你在等我跑之後進場XDDD
1,內銷盤價持平 外銷續漲 等4月跟Q1財報
2,對帳單？
2,原PO呢？
1,正新資金沒急用的話 你可以凹他景氣循環回來 要等喔
